city,state,lat,lng
Alma,Michigan,43.37892,-84.659727
Alma,Georgia,41.6991818,42.4837434
Alma,Arkansas,35.4778653,-94.2218752
Aloha,Oregon,45.4942838,-122.8670451
Alpena,Michigan,45.0616794,-83.4327528
Alpharetta,Georgia,34.0709576,-84.2747329
Alpine,Alabama,33.348722,-86.2385859
Alpine,California,38.5893934,-119.8345013
Alpine,Texas,30.3573802,-103.6609367
Alpine,Utah,40.4532834,-111.7779865
Alsip,Illinois,41.6689223,-87.7386619
Alta,Iowa,42.6710569,-95.3036348
Altadena,California,34.1863161,-118.1352329
Altamonte Springs,Florida,28.6649055,-81.3762686
Altavista,Virginia,37.1118094,-79.285579
Alto,New Mexico,35.9789244,-105.308068
Alton,Illinois,38.8906038,-90.1842764
Alton,New Hampshire,43.452919,-71.218185
Altona,New York,44.888472,-73.655777
Altoona,Wisconsin,44.8046825,-91.4432148
Altoona,Pennsylvania,40.518681,-78.394736
Altoona,Alabama,34.0262082,-86.3260923
Altoona,Iowa,41.6441557,-93.4646571
Altura,Minnesota,44.0716301,-91.9396022
Alturas,California,41.487123,-120.5423271
Altus,Oklahoma,34.6381255,-99.3339754
Alva,Florida,26.7156236,-81.6100797
Alvin,Texas,29.4238472,-95.2441009
Amalia,New Mexico,36.941968,-105.4544519
Amana,Iowa,41.8000071,-91.8707335
Amanda,Ohio,39.649508,-82.7443367
Amarillo,Texas,35.2072185,-101.8338246
Ambler,Pennsylvania,40.1545535,-75.2215651
Amboy,California,34.5577721,-115.7444411
Amboy,Illinois,41.7141997,-89.3287061
Ambridge,Pennsylvania,40.5892339,-80.22506
Amelia,Ohio,39.0283966,-84.2177136
Amelia Court House,Virginia,37.3420146,-77.9809885
American Canyon,California,38.223457,-122.2270431
American Fork,Utah,40.3768954,-111.7957645
Amery,Wisconsin,45.3069062,-92.3621369
Ames,Iowa,42.0267703,-93.6170554
Amesbury,Massachusetts,42.8579536,-70.9300921
Amesville,Ohio,39.4005234,-81.9557916
Amherst,Wisconsin,44.4506775,-89.2845905
Amherst,New York,42.9783924,-78.7997616
Amherst,Ohio,41.3978217,-82.2223775
Amherst,New Hampshire,42.8642874,-71.6252484
Amherst,Massachusetts,42.3803676,-72.523143
Amissville,Virginia,38.6715081,-77.9955519
Amity,Oregon,45.1180619,-123.2055827
Amityville,New York,40.6721763,-73.414846
Ammon,Idaho,43.477269,-111.969828
Amory,Mississippi,33.9842768,-88.488099
Amsterdam,New York,42.943367,-74.1850436
Anaconda,Montana,46.128794,-112.942369
Anacortes,Washington,48.5020123,-122.6237356
Anadarko,Oklahoma,35.072562,-98.2436626
Anaheim,California,33.8347516,-117.911732
Anahuac,Texas,29.7730001,-94.6826961
Anamosa,Iowa,42.1083371,-91.2851594
Anchorage,Alaska,61.2163129,-149.8948523
Andalusia,Alabama,31.3085039,-86.4832033
Anderson,Texas,30.487147,-95.9868986
Anderson,South Carolina,34.5068601,-82.6506264
Anderson,Missouri,36.650627,-94.44355
Anderson,Indiana,40.1053196,-85.6802541
Anderson,California,40.448208,-122.2977815
Anderson Island,Washington,47.1557835,-122.7070952
Andersonville,Tennessee,36.1986898,-84.0371392
Andover,Connecticut,41.7373212,-72.37036
Andover,Kansas,37.7139041,-97.1364294
Andover,Massachusetts,42.65717,-71.1408776
Andover,Minnesota,45.2332985,-93.2913405
Andrews,North Carolina,35.2017549,-83.8240667
Andrews,South Carolina,33.451278,-79.5608971
Andrews,Texas,32.3187158,-102.5457155
Angels Camp,California,38.0695732,-120.5405039
Angier,North Carolina,35.5071045,-78.7391813
Angleton,Texas,29.16941,-95.4318847
Angola,Indiana,41.634874,-84.99928
Angola,New York,42.638393,-79.027816
Angora,Minnesota,47.77492,-92.634065
Anita,Iowa,41.445265,-94.7647015
Aniwa,Wisconsin,45.0085802,-89.2142801
Ankeny,Iowa,41.7318715,-93.6003837
Ann Arbor,Michigan,42.2681569,-83.7312291
Anna,Illinois,37.4603274,-89.2470282
Anna,Ohio,40.3944932,-84.1727231
Anna,Texas,33.3473945,-96.5698132
Annandale,Minnesota,45.2627428,-94.1244271
Annandale,Virginia,38.8303098,-77.1964966
Annapolis,Maryland,38.9786401,-76.492786
Annapolis,Missouri,37.3603272,-90.6976197
Anniston,Alabama,33.695381,-85.8398423
Annville,Pennsylvania,40.3295901,-76.515226
Anoka,Minnesota,45.1977428,-93.3871758
Anoka,Nebraska,42.9477859,-98.8309223
Ansley,Nebraska,41.287944,-99.3817656
Anson,Texas,32.7564766,-99.896788
Ansonia,Connecticut,41.3429922,-73.0787468
Antelope,California,38.7082357,-121.3299513
Anthony,Texas,31.9917315,-106.5960608
Anthony,New Mexico,32.0058303,-106.5967269
Anthony,Florida,29.2893282,-82.1118205
Antigo,Wisconsin,45.140245,-89.152335
Antioch,California,38.0049214,-121.805789
Antioch,Illinois,42.4772418,-88.0956396
Antonito,Colorado,37.079179,-106.0086329
Anza,California,33.5559483,-116.6745701
Apache Junction,Arizona,33.4150484,-111.5495439
Apalachicola,Florida,29.7255084,-84.9827725
Apex,North Carolina,35.7325352,-78.8505516
Apison,Tennessee,35.023964,-85.0238375
Aplington,Iowa,42.5823423,-92.883404
Apollo,Pennsylvania,40.5814546,-79.5664333
Apollo Beach,Florida,27.7738118,-82.4073116
Apopka,Florida,28.6779683,-81.5115214
Apple Valley,California,34.5008311,-117.1858759
Apple Valley,Minnesota,44.7319094,-93.21772
Appleton,Wisconsin,44.2611337,-88.4067604
Appomattox,Virginia,37.3570894,-78.8252911
Aptos,California,36.9787725,-121.8976335
Aquashicola,Pennsylvania,40.8115232,-75.5916715
Aquinnah,Massachusetts,41.3497687,-70.8323872
Arab,Alabama,34.3181497,-86.4958219
Arabi,Louisiana,29.9543702,-90.0053477
Aransas Pass,Texas,27.909666,-97.1503865
Arbutus,Maryland,39.2496827,-76.6877144
Arcadia,Wisconsin,44.2527405,-91.5015432
Arcadia,Indiana,40.1758704,-86.0216521
Arcadia,California,34.1362075,-118.0401497
Arcadia,Florida,27.2158826,-81.8584164
Arcanum,Ohio,39.9900504,-84.553286
Arcata,California,40.866517,-124.08284
Archbald,Pennsylvania,41.4948038,-75.5368521
Archdale,North Carolina,35.914581,-79.9719831
Archie,Missouri,38.4816813,-94.3543929
Arco,Idaho,43.635336,-113.299953
Arcola,Illinois,39.684755,-88.3064367
Arden,North Carolina,35.4661821,-82.5164242
Arden Hills,Minnesota,45.0761409,-93.1666945
Ardmore,Oklahoma,34.1742611,-97.1436254
Ardmore,Pennsylvania,40.004128,-75.2883006
Ardsley,New York,41.0106531,-73.8437452
Argos,Indiana,41.2373004,-86.2452173
Argyle,New York,43.23795,-73.491669
Argyle,Texas,33.110156,-97.1794098
Ariel,Washington,45.9567789,-122.5709345
Arizona City,Arizona,32.7484,-111.6759051
Arkadelphia,Arkansas,34.1209292,-93.053784
Arkansas City,Kansas,37.0622562,-97.0388338
Arkdale,Wisconsin,44.0267106,-89.8877853
Arley,Alabama,34.0800419,-87.2125687
Arlington,Massachusetts,42.4153739,-71.1564428
Arlington,New York,40.6323257,-74.1651437
Arlington,Texas,32.701939,-97.1056248
Arlington,Vermont,43.0747238,-73.1538649
Arlington,Virginia,38.8903961,-77.0841585
Arlington,Washington,48.1810957,-122.1389548
Arlington Heights,Illinois,42.0811563,-87.9802164
Armada,Michigan,42.8441964,-82.8843722
Armonk,New York,41.1264847,-73.7139777
Armstrong,Iowa,43.3960697,-94.4783082
Arnold,Maryland,39.0320784,-76.5025431
Arnold,Missouri,38.4226711,-90.3758287
Aromas,California,36.8763996,-121.6430036
Arrington,Tennessee,35.8681199,-86.7091643
Arroyo Grande,California,35.1185869,-120.5907252
Artesia,New Mexico,32.8423345,-104.4032963
Artesia,California,33.8690197,-118.0796195
Artesian,South Dakota,44.009147,-97.920914
Arundel,Maine,43.3825857,-70.4778292
Arvada,Colorado,39.8211225,-105.220743
Arvilla,North Dakota,47.9192587,-97.4995543
Arvin,California,35.209129,-118.828431
Asbury,Iowa,42.5137905,-90.7515023
Asbury,New Jersey,40.6959334,-75.0101715
Asbury Park,New Jersey,40.2203907,-74.0120817
Ashburn,Virginia,39.0437192,-77.4874899
Ashburnham,Massachusetts,42.636199,-71.907854
Ashby,Massachusetts,42.6778657,-71.8203525
Ashdown,Arkansas,33.67344,-94.1299625
Asheboro,North Carolina,35.7079146,-79.8136446
Asheville,North Carolina,35.6009498,-82.5540161
Ashford,Connecticut,41.8731532,-72.1214653
Ashford,Washington,46.7558826,-122.0192047
Ashford,Alabama,31.1829562,-85.236321
Ashland,Massachusetts,42.2612067,-71.4633956
Ashland,Missouri,38.7744802,-92.2571304
Ashland,Nebraska,41.0391711,-96.3683917
Ashland,Ohio,40.7887367,-82.2360391
Ashland,Oregon,42.1972487,-122.7153995
Ashland,Pennsylvania,40.7817542,-76.3457825
Ashland,Virginia,37.7594012,-77.4806603
Ashland City,Tennessee,36.2742207,-87.0641699
Ashtabula,Ohio,41.7167229,-80.74947
Ashville,Ohio,39.7156186,-82.9529584
Aspen,Colorado,39.1911128,-106.8235606
Aspen Hill,Maryland,39.0794975,-77.0735251
Aspermont,Texas,33.1382394,-100.2287153
Aspers,Pennsylvania,39.9769235,-77.2276496
Aspinwall,Pennsylvania,40.491242,-79.9035096
Aston,Pennsylvania,39.8726542,-75.4405473
Astoria,Oregon,46.187885,-123.831256
Atascadero,California,35.4894169,-120.6707255
Atchison,Kansas,39.545816,-95.3326052
Atco,New Jersey,39.769838,-74.8873855
Atglen,Pennsylvania,39.9492712,-75.9735608
Athens,Texas,32.2048735,-95.8555207
Athens,Tennessee,35.4428864,-84.5930113
Athens,Pennsylvania,41.9572965,-76.5179991
Athens,Wisconsin,45.0330224,-90.0740226
Athens,Georgia,33.9597677,-83.376398
Athens,Alabama,34.8283825,-86.9171338
Athens,Ohio,39.3289242,-82.1012479
Atherton,California,37.4613272,-122.197743
Athol,Massachusetts,42.5959203,-72.2267497
Atkinson,New Hampshire,42.8384221,-71.1470037
Atlanta,Nebraska,40.366677,-99.47316
Atlanta,Missouri,39.898646,-92.4810208
Atlanta,Texas,33.1162131,-94.1663493
Atlanta,Georgia,33.7490987,-84.3901849
Atlanta,Indiana,40.2153151,-86.0263746
Atlantic,Iowa,41.4036007,-95.0138776
Atlantic City,New Jersey,39.3642852,-74.4229351
Atlantic County,New Jersey,39.5143268,-74.6632883
Atlantic Highlands,New Jersey,40.4078865,-74.034306
Atmore,Alabama,31.0237921,-87.4938708
Atoka,Oklahoma,34.3284948,-96.017838
Atoka,Tennessee,35.4411945,-89.7781379
Attica,Ohio,41.0647777,-82.887686
Attica,Indiana,40.2942012,-87.2489024
Attleboro,Massachusetts,41.9438129,-71.2806515
Atwater,California,37.3477174,-120.609084
Atwood,Illinois,39.7994772,-88.4622789
Aubrey,Texas,33.3142085,-96.9756323
Auburn,Pennsylvania,40.5984249,-76.0932721
Auburn,New York,42.9320202,-76.5672029
Auburn,New Hampshire,43.0045289,-71.348398
Auburn,Nebraska,40.392616,-95.839047
Auburn,Michigan,43.603358,-84.069705
Auburn,Massachusetts,42.1945385,-71.8356271
Auburn,Washington,47.3075369,-122.2301808
Auburn,Kentucky,36.8642088,-86.7102735
Auburn,Indiana,41.3669902,-85.0588632
Auburn,Illinois,39.5917197,-89.7464874
Auburn,Georgia,34.0136622,-83.8273503
Auburn,California,38.8945939,-121.0739897
Auburn,Alabama,32.6550905,-85.5036435
Auburn,Maine,44.0978509,-70.2311655
Auburn Hills,Michigan,42.6647495,-83.2309376
Auburndale,Florida,28.1070884,-81.8035801
Audubon,Iowa,41.670205,-94.9106526
Audubon,New Jersey,39.8909466,-75.0729504
Augusta,West Virginia,39.2953787,-78.6377912
Augusta,Missouri,38.5725523,-90.8820811
Augusta,Michigan,42.3364294,-85.3522219
Augusta,Georgia,33.4709714,-81.9748429
Augusta,Kansas,37.6913769,-96.9707179
Augusta,Maine,44.310583,-69.779663
Aumsville,Oregon,44.8409548,-122.8709243
Aurora,Nebraska,40.866888,-98.004508
Aurora,Oregon,45.2310497,-122.7550359
Aurora,North Carolina,35.3054322,-76.7886736
Aurora,New York,42.7539591,-76.7024485
Aurora,Missouri,36.9724863,-93.7211623
Aurora,Ohio,41.317555,-81.345386
Aurora,Iowa,41.4958408,-92.2396261
Aurora,Indiana,39.0570022,-84.9013402
Aurora,Illinois,41.7571701,-88.3147539
Aurora,Minnesota,47.529925,-92.237121
Aurora,Colorado,39.729432,-104.8319196
Austell,Georgia,33.8126059,-84.6343783
Austin,Texas,30.2711286,-97.7436995
Austin,Minnesota,43.6680928,-92.9744896
Austin,Nevada,39.4932592,-117.0695386
Austin,Indiana,38.75839,-85.8080251
Austin,Kentucky,36.8253279,-86.0191478
Austintown,Ohio,41.097507,-80.7441408
Avalon,Pennsylvania,40.5009019,-80.0675554
Avella,Pennsylvania,40.2750705,-80.4606226
Avenal,California,36.0041223,-120.1290272
Aventura,Florida,25.9653698,-80.1428234
Averill Park,New York,42.6343578,-73.5537673
Avery Island,Louisiana,29.8985393,-91.9062311
Avilla,Indiana,41.3658823,-85.2388673
Avinger,Texas,32.8998554,-94.5563119
Avoca,Pennsylvania,41.3398022,-75.7363033
Avon,Colorado,39.6329025,-106.4711838
Avon,Connecticut,41.8098209,-72.8306541
Avon,Illinois,40.6642065,-90.4348506
Avon,Indiana,39.7628227,-86.3997168
Avon,Massachusetts,42.1279112,-71.0402972
Avon,Minnesota,45.6091313,-94.4516668
Avon,New York,42.9119925,-77.7454567
Avon,Ohio,41.4516512,-82.0350598
Avon Lake,Ohio,41.510029,-82.0185891
Avon Park,Florida,27.5960827,-81.5060858
Avondale,Arizona,33.4354989,-112.3495572
Avondale,Pennsylvania,39.8242777,-75.7821486
Avonmore,Pennsylvania,40.5289548,-79.4614306
Ayden,North Carolina,35.4726626,-77.4155203
Ayer,Massachusetts,42.5612021,-71.5897897
Ayr,Nebraska,40.4374065,-98.4391015
Azle,Texas,32.8975875,-97.5437799
Aztec,New Mexico,36.8220629,-107.9928992
Azusa,California,34.1338751,-117.9056046
Babylon,New York,40.6956552,-73.3256753
Bacliff,Texas,29.506321,-94.987748
Bad Axe,Michigan,43.801959,-83.000777
Baden,Pennsylvania,40.6350668,-80.2281159
Bainbridge,Georgia,30.9038252,-84.5754768
Bainbridge Island,Washington,47.6262626,-122.5204513
Bairoil,Wyoming,42.2438828,-107.5589504
Baker,California,35.0421963,-117.6675604
Baker,Louisiana,30.5882429,-91.168163
Baker City,Oregon,44.7748748,-117.8343848
Bakersfield,California,35.3738712,-119.0194639
Bala Cynwyd,Pennsylvania,40.0076125,-75.2340695
Balch Springs,Texas,32.7287413,-96.6227714
Balcones Heights,Texas,29.489573,-98.5501765
Baldwin,Florida,30.3027384,-81.9753865
Baldwin,Georgia,33.0869398,-83.2633216
Baldwin,Maryland,39.4945894,-76.4701866
Baldwin,New York,40.6564913,-73.6092953
Baldwin,Wisconsin,44.9666323,-92.3743576
Baldwin City,Kansas,38.775007,-95.1863603
Baldwin Park,California,34.0854739,-117.9611761
Baldwinsville,New York,43.158679,-76.33271
Baldwyn,Mississippi,34.509544,-88.6353313
Ball Ground,Georgia,34.6520285,-84.7602153
Ballston Lake,New York,42.9117428,-73.8681782
Ballston Spa,New York,43.0009087,-73.8490111
Ballwin,Missouri,38.5936028,-90.5385549
Bally,Pennsylvania,40.4023195,-75.5871294
Balta,North Dakota,48.1666684,-100.0370779
Baltimore,Ohio,39.8453418,-82.6007185
Baltimore,Maryland,39.2908816,-76.610759
Banco,Virginia,38.0025998,-82.0084613
Bangor,Maine,44.8011821,-68.7778138
Bangor,Michigan,42.3125356,-86.1130794
Bangor,Pennsylvania,40.8656515,-75.2065677
Banks,Oregon,45.6185986,-123.1143011
Banner Elk,North Carolina,36.1631818,-81.8715019
Banning,California,33.9255685,-116.875289
Bannockburn,Illinois,42.1933581,-87.8664579
Bar Harbor,Maine,44.3864565,-68.2118571
Baraboo,Wisconsin,43.4704014,-89.7437844
Baraga,Michigan,46.6354348,-88.3876368
Barberton,Ohio,41.012833,-81.6051221
Barboursville,Virginia,38.1709675,-78.2816723
Barboursville,West Virginia,38.4095298,-82.2945923
Barbourville,Kentucky,36.8664765,-83.8888138
Bardstown,Kentucky,37.8092279,-85.4669025
Bargersville,Indiana,39.5208818,-86.1677657
Barling,Arkansas,35.325647,-94.3016006
Barnegat Light,New Jersey,39.7576202,-74.1062466
Barnegat Township,New Jersey,39.7634115,-74.2737011
Barnesville,Georgia,33.0545709,-84.1557496
Barnesville,Minnesota,46.652182,-96.41979
Barnet,Vermont,44.2966869,-72.0495026
Barnhart,Missouri,38.344221,-90.3934532
Barnstable,Massachusetts,41.7001132,-70.2994666
Barnstead,New Hampshire,43.334168,-71.29303
Barnwell,South Carolina,33.2448733,-81.3587178
Baroda,Michigan,41.9570248,-86.4843483
Barre,Massachusetts,42.4228679,-72.1050787
Barre,Vermont,44.197467,-72.502213
Barrington,Illinois,42.1539141,-88.1361888
Barrington,New Hampshire,43.223191,-71.047211
Barrington,New Jersey,39.8648357,-75.0551714
Barrington,Rhode Island,41.7407661,-71.3084633
Barry,Illinois,39.6942135,-91.0390246
Barstow,California,34.8957684,-117.0172077
Bartlesville,Oklahoma,36.7494864,-95.9782966
Bartlett,Illinois,41.9908485,-88.1850028
Bartlett,New Hampshire,44.078213,-71.283417
Barton,Vermont,44.7476549,-72.1757512
Bartow,Florida,27.8851866,-81.8140878
Bartow,Georgia,34.2394683,-84.8406984
Basehor,Kansas,39.1416692,-94.9385763
Basking Ridge,New Jersey,40.7064088,-74.5492725
Basom,New York,43.0672812,-78.3914111
Bastrop,Texas,30.1104947,-97.3152701
Bastrop,Louisiana,32.7757026,-91.9072506
Batavia,Illinois,41.8500284,-88.3125738
Batavia,New York,42.9980144,-78.1875515
Batavia,Ohio,39.0770072,-84.1768795
Batchtown,Illinois,39.0331048,-90.6576221
Bates City,Missouri,39.0061187,-94.072446
Batesburg-Leesville,South Carolina,33.9101425,-81.5373261
Batesville,Indiana,39.3000065,-85.222184
Batesville,Mississippi,34.3114982,-89.9442567
Batesville,Arkansas,35.769799,-91.6409722
Bath,Illinois,40.1933784,-90.1409523
Bath,Maine,43.910755,-69.820862
Bath,New York,42.3370164,-77.3177577
Bath,Ohio,41.1623269,-81.6381787
Bath,Pennsylvania,40.726519,-75.3934911
Bath Township,Michigan,42.8275149,-84.4238619
Baton Rouge,Louisiana,30.4459596,-91.18738
Battle Creek,Michigan,42.3192548,-85.1824269
Battle Ground,Washington,45.7813532,-122.5337433
Baudette,Minnesota,48.712474,-94.59993
Bauxite,Arkansas,34.5556489,-92.5212702
Baxley,Georgia,31.7782514,-82.3484618
Baxter,Minnesota,46.3433005,-94.286666
Bay City,Michigan,43.5944677,-83.8888648
Bay City,Texas,28.9827565,-95.969402
Bay Harbor Islands,Florida,25.8875948,-80.1311564
Bay Minette,Alabama,30.8829628,-87.7730474
Bay Point,California,38.0270429,-121.9578477
Bay Shore,New York,40.7250986,-73.2453946
Bay Springs,Mississippi,31.9790425,-89.2872843
Bay Village,Ohio,41.4849875,-81.920832
Bayonne,New Jersey,40.6687141,-74.1143091
Bayport,Minnesota,45.0212648,-92.7813238
Bayport,New York,40.7384317,-73.0506656
Baytown,Texas,29.7355047,-94.9774274
Beach,North Dakota,46.9180689,-104.0043728
Beach Haven,Pennsylvania,41.0684175,-76.1757652
Beach Park,Illinois,42.4222435,-87.8572955
Beachwood,New Jersey,39.939007,-74.1929188
Beachwood,Ohio,41.464498,-81.508732
Beacon,Iowa,41.2770343,-92.680161
Beacon,New York,41.504879,-73.9696822
Beacon Falls,Connecticut,41.4428745,-73.062608
Bealeton,Virginia,38.5717898,-77.7638814
Bean Station,Tennessee,36.3437017,-83.284062
Bear,Delaware,39.6292788,-75.6582628
Bear Creek,North Carolina,35.204207,-76.629948
Bear River,Wyoming,41.171685,-110.8771903
Beardstown,Illinois,40.0175483,-90.4242916
Beatrice,Nebraska,40.266429,-96.747369
Beattyville,Kentucky,37.5717526,-83.7068606
Beaufort,North Carolina,34.7180601,-76.6591587
Beaufort,South Carolina,32.4315813,-80.6698286
Beaumont,California,33.9294606,-116.977248
Beaumont,Texas,30.0860459,-94.1018461
Beaver,West Virginia,37.7476157,-81.1423203
Beaver,Utah,38.3335694,-113.2754828
Beaver,Ohio,39.0306272,-82.8243382
Beaver,Oklahoma,36.7621116,-100.4904955
Beaver,Pennsylvania,40.6916624,-80.3709999
Beaver Creek,Colorado,40.6763461,-106.4874638
Beaver Dam,Wisconsin,43.4577692,-88.837329
Beaver Falls,Pennsylvania,40.7520097,-80.3192295
Beaver Meadows,Pennsylvania,40.9282892,-75.9150811
Beavercreek,Oregon,45.3339398,-122.5879377
Beaverton,Michigan,43.882247,-84.484732
Beaverton,Oregon,45.4871723,-122.8037804
Bechtelsville,Pennsylvania,40.3734298,-75.6290752
Becker,Minnesota,46.9298236,-95.6761851
Beckley,West Virginia,37.7781702,-81.1881557
Bedford,Pennsylvania,40.0271453,-78.5237447
Bedford,Virginia,37.3344561,-79.5235083
Bedford,Texas,32.844017,-97.1430671
Bedford,Ohio,41.39311,-81.536509
Bedford,Indiana,38.8611619,-86.4872149
Bedford,New Hampshire,42.9464737,-71.5159015
Bedford,Massachusetts,42.4917301,-71.2817947
Bedford,New York,41.2042741,-73.6426507
Bedford Heights,Ohio,41.4143826,-81.5061146
Bedford Hills,New York,41.2367613,-73.6945751
